Nombre,Edad,Departamento,Calificacion,Beca
Elena Lopez,25,Quimica,3.01,No
Javier Martinez,26,Fisica,6.7,Si
Luis Perez,21,Matematicas,2.36,Si
Javier Rodriguez,25,Matematicas,5.58,Si
Luis Rodriguez,30,Fisica,3.92,Si
Luis Garcia,18,Fisica,4.23,No
Juan Lopez,27,Derecho,1.97,Si
Elena Garcia,18,Quimica,1.54,No
Sofia Martinez,27,Economia,6.45,Si
Juan Martinez,18,Quimica,7.58,Si
Laura Lopez,26,Quimica,5.87,No
Luis Perez,30,Fisica,1.86,Si
Ana Garcia,25,Quimica,0.26,No
Pedro Lopez,21,Arte,1.34,No
Carlos Garcia,27,Quimica,7.73,No
Carlos Perez,27,Medicina,8.93,Si
Sofia Perez,22,Ingenieria,2.95,Si
Maria Rodriguez,28,Biologia,3.42,No
Elena Garcia,23,Arte,9.36,Si
Carlos Martinez,19,Ingenieria,5.69,Si
Laura Garcia,21,Matematicas,3.47,Si
Luis Garcia,30,Matematicas,3.6,Si
Elena Martinez,22,Economia,3.24,No
Juan Perez,22,Economia,7.72,No
Javier Martinez,30,Historia,3.82,No
Maria Rodriguez,21,Fisica,5.38,Si
Carlos Martinez,27,Historia,8.4,Si
Carlos Perez,28,Historia,3.44,No
Maria Garcia,29,Medicina,9.55,No
Ana Martinez,23,Biologia,7.93,Si
Ana Martinez,27,Historia,8.96,No
Javier Rodriguez,28,Historia,3.89,Si
Javier Perez,23,Quimica,5.83,Si
Luis Perez,18,Arte,9.33,No
Laura Perez,25,Derecho,0.03,Si
Maria Perez,19,Fisica,8.6,No
Javier Rodriguez,27,Biologia,8.12,Si
Javier Perez,20,Quimica,5.34,Si
Ana Rodriguez,21,Historia,0.52,Si
Pedro Rodriguez,29,Arte,9.99,Si
Juan Lopez,26,Historia,7.97,Si
Juan Perez,25,Fisica,5.69,Si
Sofia Martinez,19,Historia,6.53,No
Sofia Perez,28,Biologia,8.18,No
Pedro Lopez,27,Fisica,4.15,Si
Ana Martinez,29,Derecho,6.27,Si
Javier Lopez,23,Ingenieria,4.2,No
Elena Rodriguez,18,Derecho,4.11,Si
Maria Martinez,21,Quimica,1.95,No
Juan Martinez,24,Fisica,4.4,No
Elena Garcia,26,Biologia,6.71,Si
Carlos Perez,22,Quimica,0.93,Si
Elena Rodriguez,26,Historia,1.99,No
Maria Perez,28,Biologia,4.45,Si
Maria Rodriguez,27,Arte,3.69,No
Carlos Perez,24,Arte,1.89,No
Laura Rodriguez,29,Economia,6.53,No
Javier Martinez,19,Biologia,3.24,No
Maria Martinez,27,Historia,3.25,Si
Maria Martinez,26,Historia,2.15,No
Pedro Garcia,20,Biologia,0.28,No
Laura Perez,21,Arte,3.31,No
Juan Garcia,19,Derecho,4.86,Si
Sofia Perez,23,Historia,7.73,Si
Carlos Perez,18,Derecho,6.87,No
Maria Martinez,23,Fisica,2.41,No
Juan Martinez,30,Arte,7.83,No
Sofia Lopez,27,Economia,6.05,No
Javier Martinez,30,Ingenieria,3.59,Si
Luis Rodriguez,28,Matematicas,3.88,Si
Luis Garcia,28,Historia,4.79,No
Ana Lopez,29,Economia,4.78,No
Luis Rodriguez,24,Quimica,5.97,Si
Carlos Perez,27,Fisica,0.47,No
Laura Martinez,26,Matematicas,4.4,Si
Maria Martinez,29,Matematicas,4.36,No
Sofia Garcia,22,Medicina,2.89,Si
Laura Perez,18,Fisica,3.94,No
Ana Rodriguez,25,Matematicas,5.89,Si
Laura Lopez,21,Fisica,5.26,No
Pedro Martinez,21,Economia,4.61,No
Ana Rodriguez,19,Ingenieria,9.25,No
Elena Rodriguez,20,Arte,1.12,No
Ana Perez,27,Historia,8.89,No
Maria Lopez,24,Biologia,4.02,No
Elena Rodriguez,27,Historia,7.57,Si
Maria Perez,23,Economia,8.26,Si
Juan Martinez,27,Derecho,4.72,Si
Luis Garcia,19,Fisica,1.08,No
Pedro Lopez,20,Historia,7.09,Si
Sofia Martinez,25,Arte,6.87,Si
Sofia Lopez,30,Historia,9.79,No
Elena Martinez,19,Biologia,1.15,Si
Pedro Rodriguez,21,Historia,4.04,Si
Juan Garcia,22,Historia,8.22,Si
Laura Lopez,20,Fisica,1.12,Si
Luis Rodriguez,22,Ingenieria,7.84,Si
Laura Perez,23,Derecho,6.91,No
Javier Lopez,19,Matematicas,7.75,Si
Javier Rodriguez,21,Medicina,5.66,Si
Carlos Perez,27,Ingenieria,2.9,No
Luis Martinez,25,Derecho,5.37,Si
Carlos Lopez,25,Historia,1.3,No
Laura Martinez,26,Historia,5.54,Si
Pedro Perez,30,Arte,1.12,No
Sofia Rodriguez,25,Fisica,2.52,No
Maria Lopez,27,Historia,9.08,Si
Javier Perez,29,Matematicas,4.46,Si
Ana Martinez,23,Economia,5.79,Si
Elena Rodriguez,23,Biologia,0.4,Si
Javier Lopez,29,Arte,4.88,No
Maria Garcia,19,Economia,4.73,No
Elena Rodriguez,20,Quimica,2.86,No
Elena Perez,24,Derecho,5.78,Si
Carlos Rodriguez,24,Biologia,2.89,No
Carlos Lopez,29,Biologia,9.66,No
Ana Garcia,24,Medicina,8.97,Si
Juan Rodriguez,21,Quimica,4.21,Si
Elena Rodriguez,18,Quimica,4.25,No
Juan Martinez,19,Medicina,3.91,No
Elena Lopez,28,Quimica,0.39,Si
Javier Martinez,21,Arte,3.93,No
Laura Rodriguez,21,Historia,3.01,No
Sofia Lopez,24,Ingenieria,2.3,Si
Maria Lopez,19,Fisica,1.56,Si
Luis Perez,30,Historia,2.38,Si
Maria Lopez,18,Biologia,6.15,Si
Javier Rodriguez,18,Historia,7.65,Si
Maria Perez,28,Matematicas,1.87,No
Juan Martinez,30,Ingenieria,6.17,No
Luis Lopez,19,Quimica,7.4,Si
Pedro Martinez,30,Ingenieria,4.28,Si
Maria Rodriguez,28,Arte,8.75,No
Laura Garcia,24,Economia,2.66,No
Laura Martinez,29,Medicina,2.26,No
Sofia Lopez,20,Medicina,5.07,No
Carlos Rodriguez,26,Matematicas,2.5,No
Elena Garcia,18,Quimica,5.82,Si
Luis Lopez,19,Historia,0.33,Si
Laura Perez,22,Derecho,2.34,No
Maria Garcia,27,Derecho,1.29,Si
Juan Lopez,21,Arte,8.34,Si
Sofia Lopez,25,Economia,4.46,Si
Ana Garcia,21,Fisica,4.44,No
Juan Martinez,18,Quimica,2.15,No
Maria Perez,27,Biologia,3.87,No
Maria Garcia,24,Matematicas,3.63,Si
Ana Lopez,18,Medicina,3.95,No
Juan Garcia,28,Historia,3.11,No
Javier Perez,29,Arte,9.31,Si
Laura Garcia,21,Matematicas,0.01,Si
Luis Garcia,29,Fisica,2.31,Si
Javier Perez,18,Historia,3.68,No
Carlos Garcia,23,Fisica,2.72,No
Carlos Rodriguez,21,Ingenieria,8.29,No
Luis Martinez,23,Arte,4.08,No
Pedro Rodriguez,24,Fisica,0.39,No
Luis Rodriguez,30,Quimica,0.8,No
Elena Garcia,28,Historia,0.39,Si
Elena Perez,24,Quimica,2.49,Si
Carlos Martinez,24,Historia,2.25,No
Luis Rodriguez,28,Derecho,1.5,No
Sofia Lopez,20,Fisica,9.14,No
Laura Rodriguez,30,Economia,3.82,No
Laura Lopez,23,Economia,0.17,No
Ana Perez,22,Arte,4.31,No
Pedro Perez,25,Arte,0.35,No
Juan Lopez,21,Quimica,6.34,Si
Pedro Lopez,22,Economia,5.83,Si
Ana Perez,18,Ingenieria,6.66,Si
Laura Lopez,27,Derecho,9.17,Si
Laura Garcia,23,Matematicas,1.43,No
Sofia Garcia,21,Economia,9.35,Si
Ana Lopez,21,Historia,5.48,No
Laura Lopez,30,Economia,2.23,No
Sofia Garcia,26,Matematicas,3.29,No
Pedro Rodriguez,23,Ingenieria,7.77,Si
Ana Rodriguez,20,Ingenieria,6.23,No
Laura Perez,19,Quimica,5.93,Si
Ana Garcia,27,Historia,7.63,Si
Juan Rodriguez,30,Matematicas,5.88,No
Ana Rodriguez,23,Ingenieria,5.67,Si
Elena Perez,28,Medicina,8.0,No
Carlos Martinez,26,Biologia,9.16,No
Ana Garcia,25,Matematicas,9.45,Si
Sofia Lopez,29,Historia,9.33,No
Luis Perez,18,Ingenieria,3.2,No
Pedro Garcia,29,Quimica,1.89,Si
Juan Rodriguez,25,Ingenieria,4.66,No
Ana Rodriguez,19,Medicina,4.77,No
Carlos Perez,28,Biologia,7.96,Si
Juan Rodriguez,26,Fisica,2.19,No
Elena Perez,28,Quimica,0.86,Si
Sofia Lopez,24,Biologia,5.3,No
Elena Perez,25,Quimica,4.15,No
Carlos Garcia,26,Historia,7.7,Si
Elena Lopez,30,Biologia,1.69,No
Ana Martinez,20,Historia,2.46,No
Juan Garcia,22,Derecho,4.2,No
Carlos Garcia,28,Matematicas,4.0,Si
Carlos Garcia,20,Fisica,1.26,Si
Carlos Garcia,25,Economia,1.16,Si
Pedro Lopez,26,Biologia,6.32,No
Elena Martinez,21,Arte,6.58,No
Laura Lopez,26,Derecho,7.89,Si
Ana Rodriguez,26,Derecho,6.69,No
Pedro Garcia,25,Economia,8.41,Si
Sofia Perez,19,Fisica,5.49,Si
Sofia Garcia,29,Medicina,7.3,No
Pedro Perez,29,Ingenieria,0.22,Si
Luis Garcia,22,Matematicas,5.45,No
Ana Garcia,21,Historia,2.27,No
Sofia Garcia,23,Ingenieria,2.1,Si
Ana Perez,30,Medicina,4.3,No
Juan Garcia,26,Derecho,5.99,No
Juan Garcia,19,Arte,9.71,No
Elena Perez,24,Matematicas,4.84,Si
Luis Lopez,25,Arte,4.11,No
Sofia Martinez,27,Economia,9.49,Si
Sofia Perez,19,Quimica,5.51,No
Maria Lopez,18,Biologia,5.77,Si
Carlos Perez,21,Arte,6.43,No
Maria Garcia,24,Historia,8.57,No
Pedro Martinez,20,Biologia,4.21,No
Laura Lopez,28,Arte,6.22,Si
Maria Martinez,22,Ingenieria,2.1,Si
Juan Lopez,20,Biologia,2.87,No
Elena Rodriguez,24,Economia,0.23,Si
Maria Perez,23,Fisica,0.18,Si
Juan Perez,18,Derecho,9.17,No
Sofia Garcia,29,Medicina,7.88,No
Elena Martinez,27,Fisica,4.11,No
Laura Garcia,21,Arte,4.98,No
Luis Lopez,30,Medicina,2.18,Si
Luis Martinez,20,Matematicas,4.17,No
Javier Perez,18,Economia,2.57,No
Ana Garcia,25,Economia,9.82,No
Elena Garcia,20,Biologia,1.77,Si
Juan Lopez,24,Medicina,8.42,No
Maria Rodriguez,20,Historia,3.62,No
Maria Perez,18,Historia,9.49,No
Juan Garcia,23,Economia,2.86,No
Pedro Garcia,21,Economia,7.04,No
Sofia Rodriguez,30,Matematicas,9.23,Si
Sofia Lopez,18,Derecho,9.72,No
Ana Perez,27,Ingenieria,8.07,No
Luis Martinez,23,Economia,2.51,Si
Javier Lopez,26,Ingenieria,7.94,Si
Javier Garcia,28,Arte,6.95,No
Elena Garcia,27,Matematicas,1.81,Si
Pedro Martinez,26,Fisica,7.61,Si
Maria Martinez,23,Fisica,6.66,No
Elena Perez,19,Historia,4.17,Si
Ana Garcia,29,Matematicas,4.06,Si
Elena Lopez,24,Economia,1.66,No
Javier Rodriguez,21,Arte,9.77,Si
Elena Lopez,28,Economia,8.89,No
Ana Lopez,28,Derecho,1.25,No
Carlos Rodriguez,20,Quimica,2.92,No
Ana Perez,27,Matematicas,0.52,Si
Juan Martinez,28,Historia,4.88,No
Juan Lopez,23,Ingenieria,6.67,No
Juan Perez,20,Quimica,3.92,No
Maria Martinez,29,Economia,3.04,No
Luis Lopez,21,Biologia,0.74,No
Ana Perez,20,Economia,1.48,Si
Luis Lopez,26,Ingenieria,6.84,No
Juan Rodriguez,24,Arte,9.92,No
Laura Martinez,28,Economia,9.93,Si
Sofia Garcia,25,Quimica,2.21,Si
Carlos Lopez,26,Historia,9.19,No
Pedro Rodriguez,23,Fisica,5.11,Si
Javier Lopez,19,Derecho,9.85,Si
Sofia Lopez,20,Fisica,9.18,No
Laura Rodriguez,20,Arte,2.06,No
Carlos Lopez,28,Derecho,4.27,Si
Sofia Perez,29,Arte,3.36,Si
Juan Rodriguez,26,Derecho,3.32,No
Luis Martinez,25,Biologia,1.3,No
Luis Martinez,23,Economia,5.54,No
Ana Lopez,25,Fisica,5.95,Si
Carlos Perez,28,Matematicas,9.14,No
Carlos Rodriguez,26,Historia,7.85,Si
Ana Rodriguez,19,Arte,1.66,No
Laura Martinez,18,Economia,3.01,Si
Juan Martinez,23,Quimica,3.2,Si
Ana Rodriguez,30,Economia,3.09,Si
Carlos Perez,26,Arte,8.59,No
Pedro Lopez,22,Derecho,6.99,No
Ana Martinez,30,Fisica,9.8,Si
Luis Rodriguez,26,Matematicas,6.64,No
Luis Lopez,25,Medicina,7.64,Si
Laura Rodriguez,23,Quimica,2.22,No
Carlos Lopez,30,Historia,5.9,No
Pedro Martinez,30,Matematicas,0.15,No
Maria Perez,29,Matematicas,0.89,No
Elena Perez,26,Biologia,3.15,No
Elena Garcia,25,Arte,2.36,No
Elena Rodriguez,29,Medicina,0.68,No
Laura Perez,26,Derecho,4.64,No
Juan Garcia,27,Economia,2.6,Si
Ana Rodriguez,18,Historia,9.95,Si
Carlos Perez,18,Derecho,7.76,No
Luis Garcia,20,Quimica,4.45,No
Javier Rodriguez,30,Derecho,9.69,No
Juan Martinez,20,Medicina,3.24,Si
Juan Perez,18,Fisica,5.9,Si
Ana Lopez,24,Arte,3.89,Si
Luis Perez,28,Matematicas,7.23,No
Luis Martinez,21,Fisica,5.47,No
Laura Lopez,18,Derecho,6.01,No
Laura Martinez,24,Ingenieria,1.14,Si
Pedro Rodriguez,29,Historia,6.01,No
Pedro Lopez,23,Ingenieria,0.03,No
Carlos Martinez,29,Biologia,2.72,Si
Maria Garcia,24,Biologia,6.84,Si
Laura Lopez,24,Ingenieria,1.5,No
Juan Garcia,30,Derecho,1.19,No
Juan Rodriguez,23,Fisica,4.8,Si
Luis Martinez,23,Economia,3.04,Si
Elena Garcia,22,Ingenieria,0.01,No
Elena Perez,28,Matematicas,1.49,No
Sofia Rodriguez,19,Derecho,6.77,Si
Elena Rodriguez,25,Economia,9.47,No
Luis Lopez,25,Economia,3.15,No
Carlos Martinez,23,Quimica,8.84,No
Laura Rodriguez,28,Medicina,4.23,No
Javier Rodriguez,20,Quimica,6.74,Si
Pedro Rodriguez,19,Ingenieria,2.29,No
Carlos Rodriguez,30,Quimica,4.52,Si
Pedro Garcia,23,Medicina,7.53,No
Ana Garcia,29,Derecho,6.26,Si
Juan Garcia,24,Economia,1.78,No
Juan Lopez,22,Economia,8.77,Si
Elena Rodriguez,29,Ingenieria,9.67,No
Carlos Lopez,25,Ingenieria,4.04,Si
Maria Garcia,22,Arte,8.05,No
Carlos Martinez,30,Derecho,7.9,Si
Laura Rodriguez,22,Biologia,2.21,Si
Laura Lopez,24,Arte,5.19,No
Juan Garcia,23,Arte,1.91,Si
Juan Garcia,26,Economia,4.8,No
Sofia Garcia,24,Economia,2.22,No
Juan Rodriguez,24,Ingenieria,1.36,No
Elena Garcia,23,Derecho,0.84,Si
Carlos Rodriguez,27,Economia,6.99,Si
Elena Rodriguez,28,Biologia,3.0,Si
Pedro Lopez,18,Economia,7.44,Si
Laura Garcia,28,Matematicas,4.63,No
Elena Rodriguez,28,Historia,5.04,No
Luis Rodriguez,23,Biologia,6.32,Si
Luis Perez,18,Matematicas,2.0,Si
Carlos Garcia,30,Quimica,0.18,Si
Carlos Garcia,26,Arte,7.49,No
Carlos Rodriguez,20,Arte,0.22,No
Juan Garcia,29,Biologia,2.97,No
Pedro Martinez,27,Quimica,6.13,No
Luis Lopez,25,Economia,6.96,No
Juan Rodriguez,25,Medicina,1.33,No
Carlos Martinez,21,Biologia,6.4,No
Sofia Perez,23,Ingenieria,5.37,No
Laura Perez,22,Fisica,2.56,No
Sofia Garcia,18,Economia,4.63,No
Maria Rodriguez,27,Fisica,1.69,Si
Sofia Lopez,20,Derecho,8.67,Si
Maria Martinez,23,Ingenieria,3.26,No
Pedro Martinez,29,Derecho,1.53,Si
Sofia Rodriguez,18,Economia,2.64,No
Pedro Rodriguez,24,Economia,9.86,No
Ana Garcia,18,Quimica,2.33,Si
Sofia Martinez,20,Arte,3.09,No
Elena Rodriguez,21,Medicina,9.32,Si
Laura Martinez,26,Biologia,7.76,No
Pedro Martinez,18,Biologia,0.02,No
Pedro Rodriguez,25,Biologia,7.93,No
Javier Martinez,25,Quimica,0.29,No
Sofia Rodriguez,22,Quimica,9.2,Si
Sofia Rodriguez,27,Biologia,2.74,No
Javier Garcia,25,Economia,4.86,No
Javier Martinez,30,Matematicas,3.37,No
Carlos Lopez,18,Matematicas,1.82,Si
Laura Perez,30,Matematicas,7.52,No
Juan Perez,22,Medicina,5.02,No
Laura Lopez,21,Economia,0.52,No
Elena Lopez,29,Matematicas,3.74,No
Ana Martinez,22,Quimica,7.84,No
Maria Perez,23,Ingenieria,1.61,No
Carlos Perez,21,Medicina,2.34,No
Laura Rodriguez,22,Matematicas,8.84,Si
Carlos Perez,25,Quimica,7.71,No
Sofia Martinez,27,Derecho,4.98,No
Ana Lopez,28,Economia,4.87,No
Laura Garcia,24,Arte,6.14,Si
Javier Perez,24,Ingenieria,9.68,No
Elena Martinez,25,Medicina,3.81,Si
Laura Martinez,29,Biologia,8.03,No
Ana Lopez,19,Fisica,6.63,Si
Elena Rodriguez,20,Historia,9.22,Si
Pedro Garcia,25,Economia,2.71,No
Laura Garcia,28,Derecho,0.43,Si
Laura Lopez,29,Ingenieria,4.03,Si
Pedro Lopez,20,Biologia,4.73,Si
Laura Rodriguez,22,Matematicas,7.86,Si
Carlos Rodriguez,23,Matematicas,3.06,No
Maria Lopez,30,Historia,5.22,No
Carlos Martinez,21,Medicina,0.07,Si
Juan Garcia,28,Historia,4.66,Si
Luis Garcia,28,Derecho,5.67,No
Juan Garcia,28,Matematicas,5.85,Si
Carlos Perez,20,Quimica,5.41,Si
Elena Martinez,23,Matematicas,8.75,No
Sofia Garcia,30,Historia,6.54,Si
Javier Perez,23,Ingenieria,7.57,Si
Laura Martinez,19,Ingenieria,0.54,Si
Maria Martinez,23,Fisica,9.8,Si
Laura Garcia,23,Quimica,6.61,No
Juan Martinez,21,Biologia,0.83,No
Javier Perez,29,Matematicas,5.42,Si
Elena Garcia,23,Medicina,6.53,Si
Sofia Rodriguez,23,Matematicas,6.47,No
Maria Martinez,27,Arte,3.19,No
Maria Lopez,20,Fisica,3.1,Si
Juan Garcia,28,Biologia,6.45,Si
Laura Martinez,30,Arte,7.07,No
Laura Martinez,28,Medicina,6.16,Si
Carlos Martinez,19,Arte,5.69,Si
Pedro Garcia,27,Matematicas,8.92,Si
Maria Perez,23,Biologia,6.62,Si
Pedro Rodriguez,19,Medicina,6.49,Si
Carlos Rodriguez,28,Economia,5.5,Si
Laura Rodriguez,30,Matematicas,8.1,No
Javier Perez,25,Arte,4.24,No
Ana Martinez,30,Medicina,6.9,No
Sofia Martinez,25,Matematicas,8.35,Si
Sofia Lopez,27,Economia,7.35,No
Luis Lopez,22,Quimica,4.5,Si
Elena Martinez,28,Derecho,1.49,Si
Sofia Garcia,28,Economia,9.77,No
Sofia Garcia,23,Ingenieria,5.38,No
Maria Lopez,25,Derecho,9.27,Si
Javier Garcia,23,Medicina,2.41,No
Juan Rodriguez,22,Quimica,3.78,No
Laura Perez,26,Economia,0.85,No
Javier Lopez,18,Matematicas,3.26,Si
Juan Rodriguez,27,Quimica,7.78,Si
Maria Rodriguez,19,Medicina,0.06,No
Juan Rodriguez,21,Medicina,5.29,No
Maria Garcia,28,Biologia,2.6,Si
Laura Garcia,28,Derecho,3.14,No
Maria Rodriguez,18,Historia,1.17,No
Elena Martinez,28,Medicina,0.4,Si
Elena Martinez,25,Arte,0.46,No
Sofia Rodriguez,29,Arte,5.95,Si
Juan Garcia,21,Medicina,6.17,No
Elena Martinez,22,Biologia,5.4,Si
Ana Martinez,28,Quimica,8.04,Si
Maria Rodriguez,30,Derecho,5.51,No
Elena Martinez,25,Matematicas,0.85,No
Pedro Garcia,22,Economia,7.23,Si
Maria Garcia,26,Matematicas,8.55,Si
Javier Garcia,26,Fisica,2.89,Si
Carlos Martinez,20,Economia,3.69,Si
Maria Martinez,28,Matematicas,4.57,No
Javier Garcia,24,Quimica,0.32,Si
Sofia Perez,21,Ingenieria,1.56,No
Sofia Rodriguez,28,Arte,3.71,No
Juan Martinez,19,Fisica,2.57,Si
Javier Perez,26,Ingenieria,5.99,Si
Javier Garcia,30,Derecho,7.97,Si
Ana Rodriguez,19,Matematicas,5.73,No
Carlos Martinez,29,Ingenieria,5.05,Si
Carlos Garcia,29,Arte,5.13,Si
Pedro Perez,27,Ingenieria,6.38,Si
Elena Lopez,18,Quimica,5.71,No
Carlos Perez,18,Ingenieria,8.66,No
Javier Lopez,30,Medicina,1.03,No
Juan Rodriguez,19,Ingenieria,2.2,Si
Javier Lopez,26,Ingenieria,5.92,Si
Ana Perez,29,Historia,3.82,No
Maria Martinez,22,Quimica,8.55,Si
Luis Lopez,21,Matematicas,4.01,Si
Juan Garcia,19,Fisica,9.74,Si
Maria Perez,21,Ingenieria,3.73,Si
Elena Rodriguez,24,Fisica,1.25,No
Juan Lopez,28,Matematicas,2.78,No
Laura Lopez,23,Derecho,6.94,Si
Maria Lopez,23,Matematicas,7.84,Si
Carlos Martinez,22,Historia,8.21,No
Maria Garcia,28,Medicina,8.58,Si
Ana Martinez,19,Fisica,9.26,Si
Javier Martinez,22,Derecho,7.29,No
Sofia Martinez,28,Matematicas,2.62,No
Sofia Perez,22,Ingenieria,4.98,Si
Elena Garcia,28,Medicina,3.0,No
Pedro Perez,18,Quimica,1.14,No
Elena Rodriguez,19,Biologia,7.39,Si
Juan Rodriguez,18,Fisica,9.92,Si
Ana Lopez,18,Quimica,7.27,Si
Ana Martinez,24,Historia,2.72,No
Ana Rodriguez,20,Quimica,3.22,Si
Pedro Perez,28,Arte,4.59,No
Javier Lopez,29,Economia,5.01,Si
Sofia Rodriguez,29,Matematicas,0.02,Si
Carlos Rodriguez,19,Matematicas,8.51,No
Luis Martinez,21,Quimica,5.61,Si
Pedro Garcia,21,Matematicas,4.1,Si
Juan Garcia,20,Matematicas,3.91,Si
Carlos Garcia,24,Historia,2.93,No
Luis Lopez,26,Ingenieria,3.59,Si
Luis Martinez,19,Derecho,9.52,Si
Pedro Lopez,19,Quimica,3.31,Si
Pedro Lopez,29,Arte,3.68,Si
Laura Martinez,28,Historia,8.34,Si
Laura Rodriguez,27,Fisica,6.6,Si
Elena Garcia,25,Biologia,8.12,Si
Javier Lopez,24,Arte,1.7,Si
Ana Rodriguez,21,Medicina,2.6,No
Juan Martinez,26,Ingenieria,4.32,No
Javier Rodriguez,28,Historia,4.14,Si
Laura Rodriguez,29,Arte,6.58,No
Sofia Rodriguez,25,Economia,2.72,No
Elena Rodriguez,25,Ingenieria,6.87,No
Carlos Martinez,24,Medicina,6.9,No
Sofia Martinez,21,Matematicas,5.12,No
Carlos Garcia,24,Quimica,6.86,Si
Juan Lopez,20,Derecho,7.08,No
Luis Martinez,19,Derecho,5.46,Si
Juan Lopez,28,Ingenieria,7.49,No
Javier Perez,18,Matematicas,3.77,Si
Laura Martinez,28,Derecho,3.77,Si
Elena Martinez,20,Arte,7.37,No
Pedro Rodriguez,29,Biologia,3.86,Si
Juan Lopez,23,Derecho,7.58,Si
Sofia Perez,28,Quimica,1.66,No
Elena Martinez,20,Biologia,7.26,Si
Juan Rodriguez,29,Economia,6.17,No
Maria Garcia,27,Medicina,8.75,No
Ana Martinez,30,Historia,0.05,Si
Maria Lopez,24,Fisica,0.22,No
Sofia Martinez,25,Fisica,0.62,No
Juan Rodriguez,19,Historia,1.67,Si
Maria Perez,25,Arte,5.84,Si
Sofia Martinez,24,Fisica,9.42,Si
Ana Martinez,30,Economia,1.38,No
Carlos Garcia,23,Biologia,1.85,Si
Maria Martinez,27,Matematicas,5.61,No
Juan Perez,25,Fisica,3.01,Si
Laura Garcia,19,Matematicas,1.76,Si
Sofia Martinez,19,Historia,3.71,No
Pedro Martinez,27,Economia,1.61,Si
Javier Lopez,20,Ingenieria,5.28,No
Juan Rodriguez,28,Historia,6.79,Si
Ana Rodriguez,18,Biologia,1.36,No
Ana Perez,24,Fisica,8.66,Si
Maria Rodriguez,23,Economia,4.51,No
Ana Garcia,23,Derecho,7.88,No
Luis Martinez,26,Ingenieria,5.97,Si
Luis Martinez,28,Ingenieria,7.0,Si
Elena Perez,29,Fisica,5.42,Si
Laura Lopez,27,Quimica,3.12,Si
Javier Martinez,25,Fisica,5.96,No
Javier Martinez,26,Derecho,7.48,No
Carlos Martinez,26,Quimica,0.68,Si
Sofia Rodriguez,27,Matematicas,6.54,Si
Pedro Lopez,24,Arte,5.41,No
Luis Rodriguez,22,Quimica,5.85,No
Pedro Lopez,28,Medicina,3.55,Si
Elena Garcia,22,Biologia,6.31,Si
Ana Rodriguez,24,Derecho,7.34,Si
Javier Perez,20,Quimica,5.76,Si
Laura Lopez,28,Fisica,4.99,No
Elena Garcia,23,Biologia,5.58,Si
Pedro Rodriguez,21,Biologia,5.6,No
Elena Perez,30,Quimica,4.86,Si
Laura Perez,21,Quimica,1.26,Si
Pedro Rodriguez,21,Historia,9.98,Si
Ana Martinez,26,Historia,9.99,Si
Carlos Rodriguez,27,Fisica,9.36,Si
Sofia Rodriguez,29,Fisica,8.02,Si
Juan Martinez,21,Ingenieria,4.35,No
Luis Perez,27,Quimica,3.61,Si
Ana Lopez,22,Fisica,7.27,No
Laura Lopez,26,Derecho,3.37,No
Elena Perez,18,Matematicas,4.59,Si
Ana Lopez,27,Medicina,0.79,No
Elena Lopez,24,Economia,8.1,Si
Laura Garcia,28,Medicina,5.27,Si
Sofia Garcia,26,Historia,8.08,No
Juan Lopez,26,Matematicas,1.73,Si
Javier Rodriguez,19,Medicina,1.36,No
Javier Lopez,28,Historia,4.37,No
Elena Rodriguez,22,Fisica,5.84,No
Juan Martinez,22,Quimica,7.55,Si
Juan Perez,25,Derecho,1.74,No
Juan Rodriguez,29,Biologia,0.08,No
Elena Martinez,25,Historia,3.83,Si
Carlos Garcia,23,Biologia,8.95,Si
Maria Martinez,29,Quimica,5.4,No
Laura Garcia,29,Derecho,3.59,No
Laura Rodriguez,20,Arte,8.83,No
Maria Lopez,23,Medicina,5.06,No
Elena Garcia,21,Historia,5.84,Si
Laura Martinez,22,Derecho,0.91,Si
Maria Lopez,20,Derecho,0.37,Si
Laura Garcia,30,Derecho,6.86,No
Carlos Garcia,21,Arte,1.16,Si
Laura Rodriguez,27,Historia,2.32,No
Laura Garcia,24,Biologia,8.53,No
Javier Perez,20,Economia,8.22,No
Maria Lopez,27,Derecho,6.49,No
Carlos Lopez,27,Ingenieria,8.53,No
Javier Rodriguez,30,Quimica,3.73,Si
Pedro Rodriguez,28,Fisica,2.12,Si
Javier Garcia,19,Fisica,4.34,Si
Juan Garcia,29,Medicina,5.95,Si
Ana Garcia,22,Medicina,2.82,Si
Carlos Lopez,22,Derecho,6.57,Si
Javier Rodriguez,19,Ingenieria,6.91,Si
Ana Lopez,29,Matematicas,5.49,Si
Maria Rodriguez,24,Quimica,2.86,No
Sofia Perez,25,Ingenieria,7.34,No
Laura Lopez,27,Arte,2.67,No
Ana Perez,21,Quimica,4.98,Si
Sofia Garcia,28,Derecho,9.61,No
Luis Martinez,20,Arte,9.32,Si
Javier Perez,20,Economia,3.52,Si
Luis Martinez,26,Fisica,7.27,No
Sofia Martinez,25,Arte,3.88,Si
Maria Martinez,21,Medicina,5.16,Si
Pedro Martinez,19,Quimica,8.18,Si
Carlos Martinez,30,Arte,8.61,No
Ana Rodriguez,26,Quimica,7.86,Si
Juan Garcia,22,Medicina,5.04,No
Carlos Martinez,25,Derecho,4.15,No
